0 0.000911331
1 0.00201795
2 0.0039708
3 0.00543544
4 0.00605384
5 0.00598875
6 0.00826708
7 0.00937369
8 0.0123681
9 0.014744
10 0.0179011
11 0.0203422
12 0.0223602
13 0.0228809
14 0.0235319
15 0.0255824
16 0.0288697
17 0.0302041
18 0.0310504
19 0.0316688
20 0.0308551
21 0.0343377
22 0.0334914
23 0.037332
24 0.0381783
25 0.0398056
26 0.0433533
27 0.0446878
28 0.049635
29 0.0494723
30 0.0527596
31 0.0535733
32 0.0555587
33 0.058553
34 0.0635979
35 0.0644441
36 0.067113
37 0.069131
38 0.0677314
39 0.0703027
40 0.0732971
41 0.0788301
42 0.0793835
43 0.084526
44 0.0904822
45 0.0922723
46 0.0978705
47 0.097545
48 0.098554
49 0.0936067
