0. 0.0042264
1. 0.0053367
2. 0.0096475
3. 0.010744
4. 0.011965
5. 0.013325
6. 0.014576
7. 0.015382
8. 0.016527
9. 0.017756
10. 0.019423
11. 0.020497
12. 0.022827
13. 0.022022
14. 0.024089
15. 0.025881
16. 0.025881
17. 0.026350
18. 0.029345
19. 0.029345
20. 0.032099
21. 0.030417
22. 0.034488
23. 0.034488
24. 0.036395
25. 0.038407
26. 0.038407
27. 0.040531
28. 0.045138
29. 0.042012
30. 0.045138
31. 0.044336
32. 0.046788
33. 0.046788
34. 0.046788
35. 0.049375
36. 0.048497
37. 0.052105
38. 0.054987
39. 0.051179
40. 0.054009
41. 0.059078
42. 0.058028
43. 0.058028
44. 0.060148
45. 0.059078
46. 0.061237
47. 0.060148
48. 0.062346
49. 0.062346
