0. 0.0013405
1. 0.0012703
2. 0.0041513
3. 0.0050570
4. 0.0038638
5. 0.0037951
6. 0.0071113
7. 0.0067386
8. 0.0076404
9. 0.011137
10. 0.011544
11. 0.017756
12. 0.014840
13. 0.020868
14. 0.017130
15. 0.022421
16. 0.016527
17. 0.020868
18. 0.021630
19. 0.029876
20. 0.026827
21. 0.026350
22. 0.024525
23. 0.030968
24. 0.030968
25. 0.025421
26. 0.030968
27. 0.032099
28. 0.034488
29. 0.030968
30. 0.039103
31. 0.039811
32. 0.042012
33. 0.042012
34. 0.045956
35. 0.041265
36. 0.047635
37. 0.047635
38. 0.052105
39. 0.049375
40. 0.052105
41. 0.060148
42. 0.062346
43. 0.054987
44. 0.059078
45. 0.054987
46. 0.062346
47. 0.066984
48. 0.058028
49. 0.070689
