0 0.00106542
1 0.00229065
2 0.00310037
3 0.00428299
4 0.00514598
5 0.00580654
6 0.0063499
7 0.00620074
8 0.00708504
9 0.00768168
10 0.0082357
11 0.00881102
12 0.00961009
13 0.0104731
14 0.0104518
15 0.0108566
16 0.0112935
17 0.0120712
18 0.0125613
19 0.0132964
20 0.0144897
21 0.0150224
22 0.0150224
23 0.0163009
24 0.0163329
25 0.0172172
26 0.0174835
27 0.0187834
28 0.0187301
29 0.0191776
30 0.0196677
31 0.019348
32 0.0209675
33 0.021692
34 0.0217559
35 0.022246
36 0.0222673
37 0.0238867
38 0.0242596
39 0.0242596
40 0.0247497
41 0.0239613
42 0.0251546
43 0.0247497
44 0.0245473
45 0.0252931
46 0.024494
47 0.0246858
48 0.0252611
49 0.0250587
