5.000000000000000000e-01 2.157357719995010825e+02
1.500000000000000000e+00 5.504201981622491076e+02
2.500000000000000000e+00 1.001339620978816356e+03
3.500000000000000000e+00 1.322455759594425899e+03
4.500000000000000000e+00 1.362256069732698734e+03
5.500000000000000000e+00 1.677492617077881732e+03
6.500000000000000000e+00 2.024388502033054237e+03
7.500000000000000000e+00 2.658027530484419458e+03
8.500000000000000000e+00 3.293475663942069332e+03
9.500000000000000000e+00 4.104406983009375836e+03
1.050000000000000000e+01 4.688295623787899785e+03
1.150000000000000000e+01 5.084941896415913106e+03
1.250000000000000000e+01 5.167708450453457772e+03
1.350000000000000000e+01 5.506011086628776866e+03
1.450000000000000000e+01 6.239150890425822581e+03
1.550000000000000000e+01 6.646651793091547916e+03
1.650000000000000000e+01 6.997618164310861175e+03
1.750000000000000000e+01 7.114305437216252358e+03
1.850000000000000000e+01 6.919826649040600387e+03
1.950000000000000000e+01 7.596431921391236756e+03
2.050000000000000000e+01 7.776437869516607861e+03
2.150000000000000000e+01 8.502793529540085729e+03
2.250000000000000000e+01 8.826623325665121229e+03
2.350000000000000000e+01 9.451216829085060454e+03
2.450000000000000000e+01 9.945102495800902034e+03
2.550000000000000000e+01 1.095639219431428501e+04
2.650000000000000000e+01 1.126394004538275658e+04
2.750000000000000000e+01 1.192878613519253850e+04
2.850000000000000000e+01 1.217708579730517340e+04
2.950000000000000000e+01 1.272705371921584992e+04
3.050000000000000000e+01 1.348371188809460364e+04
3.150000000000000000e+01 1.433263441229389900e+04
3.250000000000000000e+01 1.479893122766389024e+04
3.350000000000000000e+01 1.529100778937344330e+04
3.450000000000000000e+01 1.528241454059358875e+04
3.550000000000000000e+01 1.590700804401352798e+04
3.650000000000000000e+01 1.665145475409985738e+04
3.750000000000000000e+01 1.765822169009752906e+04
3.850000000000000000e+01 1.830497672984446035e+04
3.950000000000000000e+01 1.940898305992995665e+04
4.050000000000000000e+01 2.060073098282028150e+04
4.150000000000000000e+01 2.158805004000038753e+04
4.250000000000000000e+01 2.200188281018811540e+04
4.350000000000000000e+01 2.218369786331976866e+04
4.450000000000000000e+01 2.105617316815256345e+04
4.550000000000000000e+01 2.309503451023589878e+04
4.650000000000000000e+01 2.518635989750149747e+04
4.750000000000000000e+01 2.424110253171752265e+04
4.850000000000000000e+01 2.388018608296364255e+04
4.950000000000000000e+01 2.092863126520946025e+04
