5.000000000000000000e-01 2.410844689357222160e+04
1.500000000000000000e+00 5.809918508135647426e+04
2.500000000000000000e+00 8.479223123649184708e+04
3.500000000000000000e+00 1.110291716395866679e+05
4.500000000000000000e+00 1.202598832880264818e+05
5.500000000000000000e+00 1.267105217811714683e+05
6.500000000000000000e+00 1.407629228083257331e+05
7.500000000000000000e+00 1.532949713286781334e+05
8.500000000000000000e+00 1.742975552440694009e+05
9.500000000000000000e+00 1.742758359225436870e+05
1.050000000000000000e+01 1.846142329687963065e+05
1.150000000000000000e+01 2.110249279440970276e+05
1.250000000000000000e+01 2.117416655544464884e+05
1.350000000000000000e+01 2.288347715952044236e+05
1.450000000000000000e+01 2.370012364888829470e+05
1.550000000000000000e+01 2.546373255677844281e+05
1.650000000000000000e+01 2.712308872134503908e+05
1.750000000000000000e+01 2.805701954695188906e+05
1.850000000000000000e+01 2.970551605075561092e+05
1.950000000000000000e+01 3.097175249570629676e+05
2.050000000000000000e+01 3.261807706735744141e+05
2.150000000000000000e+01 3.257463842430596123e+05
2.250000000000000000e+01 3.627561081229218398e+05
2.350000000000000000e+01 3.703795899784567882e+05
2.450000000000000000e+01 3.849098160791774280e+05
2.550000000000000000e+01 3.975504612071585143e+05
2.650000000000000000e+01 4.016119743324720184e+05
2.750000000000000000e+01 4.155123401089460240e+05
2.850000000000000000e+01 4.271756157682688790e+05
2.950000000000000000e+01 4.415755259398349444e+05
3.050000000000000000e+01 4.546288381768051186e+05
3.150000000000000000e+01 4.614487051358877798e+05
3.250000000000000000e+01 4.840150802011323394e+05
3.350000000000000000e+01 4.854268361003054888e+05
3.450000000000000000e+01 5.072113155906234751e+05
3.550000000000000000e+01 5.226537531954250881e+05
3.650000000000000000e+01 5.251731944924111012e+05
3.750000000000000000e+01 5.240220704515468096e+05
3.850000000000000000e+01 5.320582194160709623e+05
3.950000000000000000e+01 5.566227720616837032e+05
4.050000000000000000e+01 5.695457683694993611e+05
4.150000000000000000e+01 5.669828884294619784e+05
4.250000000000000000e+01 5.965428850259952014e+05
4.350000000000000000e+01 6.285137263118855190e+05
4.450000000000000000e+01 6.035147872357579181e+05
4.550000000000000000e+01 6.070333173229279928e+05
4.650000000000000000e+01 6.299254822110587265e+05
4.750000000000000000e+01 6.208685251348247984e+05
4.850000000000000000e+01 6.254730212982818484e+05
4.950000000000000000e+01 6.249951962247154443e+05
