6.309573444801933051e-02, 7.109724912973583213e-38
7.079457843841380216e-02, 3.849507586537899530e-38
7.943282347242813790e-02, 2.330169584452543411e-38
8.912509381337455072e-02, 1.205238175300035452e-38
1.000000000000000056e-01, 1.115149773029720423e-38
1.172102297533480220e-01, 6.523226988188718925e-39
1.373823795883263033e-01, 4.643701840741563473e-39
1.610262027560939169e-01, 3.109881326432543751e-39
1.887391822135097152e-01, 2.042546805806151957e-39
2.212216291070449037e-01, 1.778970459214643652e-39
2.592943797404667072e-01, 1.021825574223046267e-39
3.039195382313197302e-01, 7.506542011314707583e-40
3.562247890262442152e-01, 5.209291940005377372e-40
4.175318936560401539e-01, 3.594756140547541224e-40
4.893900918477493978e-01, 2.501029452394071217e-40
5.736152510448678798e-01, 1.740262084130351417e-40
6.723357536499336984e-01, 1.214228427043252608e-40
7.880462815669911913e-01, 8.441554408682933812e-41
9.236708571873860629e-01, 5.834925488522884767e-41
1.082636733874054569e+00, 4.108007478991866002e-41
1.268961003167922152e+00, 2.869048036528713154e-41
1.487352107293510972e+00, 7.974500879495548579e-42
1.743328822199988082e+00, 3.149433366678102709e-43
2.043359717856941593e+00, 4.528361170178286284e-44
2.395026619987485894e+00, 1.312674708262846016e-44
2.807216203941177213e+00, 5.783956782937078462e-45
3.290344562312667698e+00, 3.388591398183904581e-45
3.856620421163472034e+00, 2.402262426337865016e-45
4.520353656360242667e+00, 1.970470346342919642e-45
5.298316906283707439e+00, 1.774300495359049403e-45
6.210169418915616468e+00, 1.692422730626277319e-45
7.278953843983149596e+00, 1.668581919097074417e-45
8.531678524172805922e+00, 1.700446105786776366e-45
1.000000000000000000e+01, 1.788148279919139797e-45
